tmin,tmean,tmax
2.204150040985015657e+00,6.434569169467472705e+00,7.634543540143265083e+00
4.357393864056355426e+00,7.011408979241396722e+00,9.710793400201264802e+00
7.876325574836874566e+00,1.047348693438383549e+01,1.420980872197857003e+01
2.016480367081010527e-01,4.230884774924251523e+00,7.640213551007184023e+00
5.414494617856176362e+00,5.622191644184296955e+00,9.957107987040487274e+00
4.011625683402670006e+00,6.371108345642319648e+00,9.556787678460846536e+00
2.749396631493580045e+00,7.633555149371623827e+00,1.096162439927365106e+01
8.107360504724837824e+00,1.303095212687010473e+01,1.760768730222011769e+01
4.650852956274436067e-01,5.385198702535164195e+00,6.315422031656305890e+00
-1.520162510199880579e-01,3.557637984848383006e+00,3.732267571586338040e+00
1.616450065092343458e+00,6.403459419427349530e+00,8.435021470208329930e+00
2.678332550626979280e+00,4.810247278626530232e+00,8.991935347055793670e+00
3.435149755471138988e+00,5.535121264711962752e+00,6.345968157036751656e+00
7.177670333080075515e+00,8.648800705715117942e+00,1.281120646476514047e+01
9.151854496319575816e+00,9.914561718491123443e+00,1.426088394557300987e+01
6.861059429914957875e+00,1.121679220431447987e+01,1.310584138675924670e+01
2.786735515586618028e+00,6.679597753793544257e+00,1.120941921366034677e+01
3.019724779707645190e+00,5.962590745006486337e+00,7.444444313471228369e+00
-7.688653058207224333e-01,4.050832549795277515e+00,8.174847923624948720e+00
1.375258716743482212e+00,2.354843133553216727e+00,3.159784102810388795e+00
-8.906398293261847954e-01,3.437826140910044792e+00,4.651995269935061295e+00
-1.107903847440121048e+00,2.356522779415149760e+00,4.096815157388979500e+00
6.567227884605569832e-01,1.038677161035579388e+00,4.818081537549963045e+00
6.029995912794227308e+00,8.288401249051702280e+00,1.259871728818738390e+01
-3.837511343748579051e+00,1.114754912650409935e+00,5.075195723262503122e+00
-8.209987407922278990e-01,2.893181650515144199e-01,4.110838949596103964e-01
4.814135514448468989e+00,5.157628304527954732e+00,9.708577306500288273e+00
7.029166279434690523e+00,9.406525727551269256e+00,1.319037896257772857e+01
5.534140515687029804e+00,6.196935136321769733e+00,9.858588021418981384e+00
-6.280842808168252134e+00,-1.980455724583050525e+00,1.402459066315530301e+00
3.180001386640955552e+00,7.076037196177766830e+00,9.776902414431310362e+00
5.710763331309562929e-01,4.378333217045885739e+00,8.947564363494505457e+00
-3.168924671153483530e-03,2.620431396919759237e+00,6.380645347111401300e+00
2.012924614941603352e+00,6.916859247232853392e+00,6.963509853901060254e+00
2.517125230141061820e-01,3.443853682899279178e+00,6.018807821194074315e+00
-6.696544208808417054e-01,1.146026365783220147e+00,5.573408981644874416e+00
2.623096904876104141e+00,6.432521103230151027e+00,8.342375494607585651e+00
-2.409164677648361064e-01,1.906406595005138538e+00,4.504270340366813841e+00
-3.746752423265066856e+00,-1.480540635672720651e+00,-1.444261968453439016e+00
-2.405676765847772014e+00,-1.882323085609591828e-01,6.844985821165052720e-01
-1.559321919793448252e-01,1.211451257020772498e+00,6.198828608704387122e+00
1.286400390942011196e+00,2.848970045200609924e+00,3.083157204458802703e+00
8.890190652056324083e+00,9.770338219842759742e+00,1.406126324682843887e+01
9.632693510391794334e+00,1.012952386927974757e+01,1.046149639904767348e+01
3.874469943886357459e+00,6.246832959548777708e+00,9.533770458084175559e+00
5.557662420029088501e+00,8.498183283878702809e+00,8.614806561773928451e+00
-3.936552790051029760e+00,-2.585711314348682066e-01,5.675115760062221515e-01
-1.662003690602153139e+00,-1.369312248994444481e+00,2.008934604809985203e+00
-4.500687028090614383e+00,-8.832550054966981090e-01,1.680770090338954192e+00
-8.400038671382028532e-01,5.353571216273786959e-01,3.666237392977134579e+00
3.972028539525488178e+00,5.008939392184451833e+00,9.418703179027726691e+00
-3.313592427510769767e-02,4.393565234508002959e+00,6.916323788704776376e+00
-1.063889464236172699e+00,2.563030914619543577e+00,2.896381459976431927e+00
-2.440723868667491470e+00,2.483953907870216415e+00,5.436354082719848435e+00
-1.750090430688718834e+00,-5.921759482915984751e-01,4.262519522770752189e+00
3.027477553326902715e+00,5.171149318326842881e+00,7.526934166604640097e+00
-1.188071257337031028e+01,-7.929419254072104906e+00,-3.098899175549104434e+00
-4.778811793970704436e+00,-1.167868580745618612e+00,2.780482129874637387e-01
-3.828817296096005851e+00,-1.115442378167749826e+00,1.168675078040060100e-02
-2.602905261555275906e+00,-1.971376588169619470e+00,2.894545423691777142e+00
-2.841056606318435485e+00,-3.055033937055277038e-01,2.780587026898114100e+00
2.308484584048371424e+00,4.282053158738390763e+00,4.566641855923522009e+00
-1.637179451028935917e+00,1.302591332144412251e+00,4.935354928778140859e+00
2.552625434801223392e-01,2.613960741814496558e+00,7.328725290439447981e+00
-5.220414115144177636e+00,-1.825521238692272119e+00,4.672444688636454568e-01
-3.028631354263239261e-01,-8.785748370657153750e-03,2.798503501264389737e+00
-2.030551338498651326e+00,-1.243095218929786361e+00,1.269517546751961268e+00
-1.046934913464649508e+00,1.746345078628639857e+00,5.092707740156823704e+00
-8.526909871064671798e-01,1.284967258061863848e+00,3.442406685026719870e+00
-5.345678006601481513e+00,-4.924123323506850447e+00,-1.119265516125000914e-02
-2.627528681056228166e-01,2.351145964543599476e+00,2.538120893562090696e+00
-8.224950519376934110e+00,-3.456639786242877932e+00,1.499360474985516056e+00
-3.278935262962700659e+00,2.853358974188009434e-01,1.327705505199527014e+00
-2.856776557808258676e+00,-4.702765620854254536e-03,3.797802802839328473e-01
-8.127295454934817087e+00,-4.346990383333276142e+00,-1.799567925313651173e+00
-8.715430593755968403e+00,-4.822745405688741549e+00,-3.042728676217247852e-01
-4.964370206193303048e+00,-4.362378049596735252e+00,-3.565273255770724070e+00
8.724093095247678065e-01,2.814786785856484119e+00,5.279461394489578296e+00
-7.005064703827261319e+00,-6.949786388088422306e+00,-5.145097533967250669e+00
-8.588059991669329207e+00,-4.166217097986102402e+00,4.194454247215002596e-01
-6.392203552467083938e+00,-4.530822332493418259e+00,-8.342994419746880830e-01
-6.571311836880740387e+00,-4.607841071717844628e+00,-1.992507915955394893e-01
-4.988230405961830982e-01,-3.196137727194088285e-01,1.100598055889128180e+00
-2.819050021500882242e+00,-1.567668690689273836e+00,-6.977445105945799808e-01
-1.083331823303962338e+01,-7.616435281628178622e+00,-3.914902800794076043e+00
-1.348834248473363573e+01,-8.980713182476295131e+00,-6.224978122023308913e+00
-7.767102221885783919e+00,-5.415678256577905358e+00,-1.495498684405810685e+00
-1.047520226394828136e+01,-7.218934206218030170e+00,-6.433871384354362455e+00
-3.301224941461645024e+00,8.438138552731979658e-01,2.799380431024695692e+00
-9.312660953191047142e+00,-8.033166012799039635e+00,-6.245598008111712396e+00
-1.007195055569206943e+01,-5.840846841705459980e+00,-2.810724209518943972e+00
-2.990542255784668146e+00,-2.364110824426740365e+00,-8.124483814616987321e-01
-8.567278706645154784e+00,-7.424437614385010598e+00,-6.274673477844639358e+00
-9.180188357168059810e+00,-7.595632776814277065e+00,-7.050546900329988098e+00
-6.606797203766530124e+00,-3.954249192660959977e+00,-3.598982329168638472e+00
-2.309838728136832220e+00,1.196406025253939909e+00,6.184861127567523376e+00
-1.040494616927453109e+01,-6.476387938206297434e+00,-2.924636315289390609e+00
-3.423483458259137802e+00,-1.516197595141195897e+00,2.657471754672825703e+00
-9.837189055926698344e+00,-7.417383538052130021e+00,-5.608093116837770786e+00
-5.167735232242190335e+00,-3.429552446653065800e-01,1.773522450153665275e+00
-4.454789840300197312e+00,-2.078460324615441834e+00,-4.370797742378043083e-01
-9.439934594921565392e+00,-9.205450223783133268e+00,-4.722991486632182934e+00
-4.565079345245717235e+00,-2.063575870870210771e+00,-1.173296525268724633e+00
-7.205423420438584969e+00,-4.267346545698357474e+00,-5.263820207807379248e-01
-8.936335789981509237e+00,-7.006287170358688421e+00,-6.124428641665020656e+00
-8.582405755766577826e+00,-7.741773180144315702e+00,-5.289692901280246495e+00
-1.145118775539054212e+01,-7.303948599780189177e+00,-4.507645880183654086e+00
-7.388206733897607847e+00,-3.479665111609375749e+00,-3.239223933671273148e+00
-7.571606481099464325e+00,-2.940617564036193343e+00,1.485981863797856128e-01
-8.030242551826935582e+00,-4.196426391781278298e+00,4.581670513440467829e-01
-7.809414182367216739e+00,-4.997498170205965984e+00,-3.525766570769780728e+00
-2.461792362271890244e+00,-7.366029040279205020e-01,4.664144391938722656e-01
-6.175332948385410248e+00,-4.171871245416965301e+00,-2.628793386759005202e+00
-1.080530875052747497e+01,-7.011945717878440121e+00,-6.763874515169386648e+00
-1.230700960507039099e+01,-1.080363510350332490e+01,-1.056318469292754791e+01
-8.955099516248029801e+00,-7.300169003936829881e+00,-7.107490402961513354e+00
-1.521873630495295515e+01,-1.075131652925422898e+01,-6.641339075978225814e+00
-5.419840737265948505e+00,-5.027184505463754505e+00,-1.805739976579294748e-01
-7.742043079416162321e+00,-4.654804716993168334e+00,-3.585025089004755472e+00
-6.065209685127157968e+00,-3.742134261527691130e+00,-2.391318406868688129e+00
-1.267660124865953186e+01,-1.083033587488153238e+01,-8.828652942774830592e+00
-1.560829522344743836e+01,-1.458952488214757892e+01,-1.256171299102160255e+01
-1.226237220193464061e+01,-1.038306072962914506e+01,-1.000654323844226390e+01
-7.690885154889611997e+00,-4.509931827067462429e+00,3.076933728793447287e-01
-9.763344561205983041e+00,-5.873578769566814017e+00,-1.444412289225876833e+00
-6.591628251734094945e+00,-6.584706147136125232e+00,-1.639350940062033857e+00
-1.550646898926748563e+01,-1.222489409111438619e+01,-8.562113597403028464e+00
-8.709682427230292845e+00,-8.384031003483638500e+00,-4.719485740267170826e+00
-7.312444335966784337e+00,-6.542657747867874463e+00,-4.097745937017942097e+00
-1.073744729912803919e+01,-6.542134764143960446e+00,-1.924867695043798399e+00
-6.841338668717955152e+00,-6.178378911426767317e+00,-3.230128663804847644e+00
-1.270028126485763309e+01,-8.331975294620157513e+00,-3.889644646757509427e+00
-1.217921556234056801e+01,-9.886196354452849278e+00,-7.283397256585328883e+00
-1.117231908695493559e+01,-7.067942695140913223e+00,-6.849922032780646930e+00
-1.559759200381654054e+01,-1.253346761241397544e+01,-7.882022676279716755e+00
-1.236103966611268490e+01,-9.607530741394409546e+00,-8.531699960502793445e+00
-1.153689053698204070e+01,-7.286645436183642133e+00,-5.140385468473300357e+00
-1.075892472881610473e+01,-9.141147628314657325e+00,-8.100070312192229949e+00
-7.431073940882449769e+00,-7.169794408920082240e+00,-4.612988105742861222e+00
-1.181279168288299886e+01,-9.366972565847010657e+00,-8.255668187486136844e+00
-1.057138173966209749e+01,-8.664038253329408690e+00,-7.199318375293586314e+00
-7.666098670314760000e+00,-5.651513698750732395e+00,-1.601442595308205874e+00
-4.776913693234562608e+00,-4.598922080116012445e+00,-1.283980020941161371e+00
-8.154947477516259369e+00,-4.812289550822233863e+00,-3.648730092555908744e+00
-1.449528163505318545e+01,-1.409631887278095874e+01,-1.063567351437854924e+01
-9.295364544825257980e+00,-7.064198931956031657e+00,-3.103351389645515823e+00
-1.310095196823649388e+01,-1.027566774929727522e+01,-8.194201562116727899e+00
-1.031198794799998986e+01,-8.650211049925317752e+00,-6.004241010616315322e+00
-1.184695927770420987e+01,-1.035104350764230574e+01,-6.455987571509623990e+00
-8.421198767431452126e+00,-5.641240373688830800e+00,-4.257400539551412955e+00
-1.073207296415181311e+01,-8.845380291419319363e+00,-5.739802415121916468e+00
-9.618137316595209541e+00,-6.895602492936843575e+00,-6.764175179511905611e+00
-9.906985405551907320e+00,-9.866381262981665401e+00,-9.627105712996918641e+00
-1.049207405946873095e+01,-8.238685584691518571e+00,-6.993374873820457083e+00
-1.031846752735630091e+01,-5.929822977329097355e+00,-3.872894445327379920e+00
-5.079065867418847802e+00,-4.772854028406501747e+00,-4.634643632481934894e+00
-9.206375501102838754e+00,-5.880748776155146018e+00,-2.554514239769465789e+00
-2.733164598312231242e+00,-1.889139629274733778e+00,-2.594271916294583757e-01
-1.427619261073032142e+01,-1.207650833532192536e+01,-1.071334797013530959e+01
-1.524594508729208009e+01,-1.370247904125729299e+01,-1.256982213227801282e+01
-1.050574583941939721e+01,-6.663333975288068700e+00,-2.731113170181729277e+00
-1.276635002650978912e+01,-8.177496525023180141e+00,-3.277937021543332108e+00
-9.098885627206513504e+00,-4.915595780883201371e+00,-2.785950414752304205e+00
-6.744077527661067606e+00,-5.960142416800090714e+00,-5.785495920182714968e+00
-5.524362098442243685e+00,-4.095974082963909524e+00,-3.718016251236870851e+00
-6.427432634721494509e+00,-5.920005083582998040e+00,-4.427873350669806030e+00
-9.003512365130386996e+00,-7.215560693109861923e+00,-6.166811041786033343e+00
-1.200955289562978834e+01,-9.322603944572978918e+00,-9.009422835622920900e+00
-7.512814748320932878e+00,-7.188663561705414651e+00,-3.298026695786004936e+00
-1.407849525608398089e+01,-1.256207261322516544e+01,-8.023023842176627340e+00
-1.733730105868997029e+01,-1.283914102605129770e+01,-1.074194715599587724e+01
-1.329637398372000234e+01,-1.120164956947787616e+01,-8.241183090563165337e+00
-1.036434711211101778e+01,-9.067597583813649109e+00,-9.023327019437742180e+00
-2.628659465594872735e+00,-2.188289064613613277e+00,-2.915479082809784295e-01
-1.095772630909599954e+01,-8.414827969662074025e+00,-3.601538553333226922e+00
-1.378364646142408390e+01,-9.961451456772291380e+00,-9.195425598471487660e+00
-1.275628955233981543e+01,-8.789244405676845062e+00,-6.459488148509450411e+00
-1.114164503615669588e+01,-8.216627483205243720e+00,-5.640099191085042207e+00
-1.020410184908368123e+01,-6.671488399880644238e+00,-4.375830582913080136e+00
-4.198815042336018877e+00,-3.262283889221257116e+00,-2.130390339711580872e-01
-8.936555926636895464e+00,-7.177219235353605953e+00,-4.616949824419988246e+00
-1.243692576192865573e+01,-9.809399885644420891e+00,-6.539911945057054865e+00
-1.019412145222691457e+01,-8.118961237014969967e+00,-5.079061049326505817e+00
-7.265973542048580924e+00,-5.912432628455468020e+00,-4.303553324246349732e+00
-1.210757582863955228e+01,-1.060477480402144224e+01,-8.993199554828464670e+00
-9.579607639085544690e+00,-8.371808174389460788e+00,-5.231818809928507008e+00
-8.668076701658298688e+00,-4.264053252426086793e+00,6.705723103840597332e-01
-3.522877051089068345e+00,-1.889931720491047074e-01,1.996309988428619064e+00
-1.031003338738628017e+01,-6.115719033432227114e+00,-4.151134954953575651e+00
-5.649174989155693716e+00,-5.063769598255276172e+00,-2.197079987599577677e+00
-1.107216487189660370e+01,-9.481646949209881825e+00,-8.454593314217509814e+00
-1.064197459882981889e+01,-7.377663116952907885e+00,-5.039405086739497719e+00
-1.137149304428914931e+01,-8.665757338443391689e+00,-4.293250121528863872e+00
-6.650972563975422247e+00,-4.392600591574389313e+00,-3.856652970541185610e+00
-1.469047376810142680e+01,-1.006460753356208038e+01,-7.501122692356657851e+00
-1.219122121042018847e+01,-8.117971053064660936e+00,-6.801499234935135974e+00
-8.650599925809004276e+00,-5.970401056919188321e+00,-2.067278190941254756e+00
-6.726870537042247911e+00,-6.054027352868143197e+00,-2.750003669471785983e+00
-8.485059044082699842e+00,-5.339687651385944811e+00,-2.483946115465376803e+00
-6.011881410196981079e+00,-6.008517124111724783e+00,-1.912300866320132187e+00
-1.131960574986070256e+01,-7.079182291750305112e+00,-4.574878308887861067e+00
-5.779061215055502743e+00,-2.107418464956470672e+00,5.990552383616360999e-01
-8.018796044343940110e+00,-6.905285282992138285e+00,-6.231564527470771608e+00
-8.541815477989516125e+00,-6.681716537876148720e+00,-3.727777849560741430e+00
-9.649556637216367250e+00,-6.439540535519076236e+00,-4.001239350239361059e+00
-3.135358749834302294e+00,4.814158559091508138e-02,3.822095436019129489e-01
-6.110281710664439814e+00,-4.296795787622772700e+00,-3.646738877745112184e+00
-1.411593011004006826e+01,-1.027083162917550041e+01,-8.057425562682233533e+00
-1.041502456586846037e+01,-6.666599532740579370e+00,-4.846982108982028414e+00
-3.143376645689760274e+00,-1.099526880391126893e+00,-5.358370903467664093e-01
2.810105495541377785e+00,2.916446628815977604e+00,5.341660450152739159e+00
-1.833581654180138409e+00,-1.723316772235997441e+00,-1.443360615582887085e-01
-6.589728413857858236e+00,-3.184996046096055800e+00,-2.423573369408185130e-01
-6.094614652363884666e+00,-4.037945309444898712e+00,-2.635147749437215747e+00
-6.253040526818818279e+00,-1.816455396289772040e+00,-1.033103181837844886e+00
-5.953325543729758529e+00,-5.004332674189525321e+00,-6.901677632399989548e-01
6.238537300473976366e+00,6.529899143748443713e+00,7.022598947854758578e+00
-7.655243321088102348e+00,-5.653765107820024838e+00,-4.106303756797641036e+00
-6.988741123770571662e+00,-5.034239196151602869e+00,-3.667248572500358961e+00
-4.183691568928604276e+00,-4.099794083312953141e+00,-2.601762745044315928e+00
-7.684059526445316202e+00,-5.487897189210178439e+00,-2.756576816692336340e+00
-4.503822269676158285e+00,-1.089671778430519211e+00,2.556861050550506498e+00
-7.433595017306029895e+00,-2.610378481728910849e+00,-3.366873573839708200e-01
-2.926603250507505471e+00,-1.876488246357466583e+00,1.512213088947955253e+00
1.409568330750193610e+00,1.835480045993659104e+00,4.056442287571623950e+00
-5.146538946594971797e+00,-4.830088807701902187e-01,4.146723537211239652e+00
-4.029685661867505431e+00,-3.316589487730579044e+00,7.581815609782482923e-02
-7.526157574676325623e+00,-3.524306202891065443e+00,1.085770773875605943e+00
-9.888731286215881600e-01,1.989940456632630861e+00,5.177759008560698817e+00
2.042674647273409860e+00,2.123654564088627961e+00,2.762091299861538118e+00
-2.797841080083942611e+00,-2.134768333185235178e+00,2.817770230465868053e-01
-7.848398387527130815e+00,-3.439655252794842077e+00,-2.164276117585352210e+00
-3.212490478290286333e+00,-8.923393743223082542e-01,2.428591834442705988e+00
-4.227670762468392240e+00,-2.561830997354670458e-01,3.691015792783672200e+00
-2.997167437304260051e-01,2.766815486490725728e-01,5.042006588173914672e+00
-2.053963907914195808e+00,1.691713498278168304e+00,6.379100634606112763e+00
3.302443395760050748e+00,3.673350588659508809e+00,4.303927110253541244e+00
-5.790074220483931278e+00,-1.205558684944779246e+00,8.774486915308703505e-01
-6.083490678333379975e+00,-2.849166511644352973e+00,8.852707217184847543e-01
-7.972028218732588600e-01,6.552802524996911293e-01,6.595054892495524346e-01
-1.153655924501838292e+00,3.722740409732954170e+00,8.484610104276640641e+00
-4.856719997005411571e+00,-5.930178924353626257e-01,8.818985353444444009e-01
3.382209680192973522e+00,3.918801350048591647e+00,6.782991116454455849e+00
1.159754129787389676e+00,2.026677928629203596e+00,4.166992385520496001e+00
-2.781510954751483133e+00,-6.006108593712857768e-01,9.223634502828219617e-01
